feature_name,source_factor,usage_type,catalog_direction,resolved_direction,direction_source,train_rank_ic,fold_id,test_year
warehouse_surprise__missing,warehouse_surprise,quality_flag,1,1,catalog,,fold_2019,2019
momentum_quality_60__csz,momentum_quality_60,predictor,1,1,catalog,,fold_2019,2019
momentum_quality_60__missing,momentum_quality_60,quality_flag,1,1,catalog,,fold_2019,2019
vol_managed_momentum__csz,vol_managed_momentum,predictor,1,1,catalog,,fold_2019,2019
vol_managed_momentum__missing,vol_managed_momentum,quality_flag,1,1,catalog,,fold_2019,2019
idiosyncratic_volatility_60__csz,idiosyncratic_volatility_60,risk,0,1,train_rank_ic,0.017110645585685813,fold_2019,2019
idiosyncratic_volatility_60__missing,idiosyncratic_volatility_60,quality_flag,0,1,train_rank_ic,0.0071589112598778835,fold_2019,2019
term_structure_slope__csz,term_structure_slope,predictor,1,1,catalog,,fold_2019,2019
term_structure_slope__missing,term_structure_slope,quality_flag,1,1,catalog,,fold_2019,2019
term_structure_momentum__csz,term_structure_momentum,predictor,1,1,catalog,,fold_2019,2019
term_structure_momentum__missing,term_structure_momentum,quality_flag,1,1,catalog,,fold_2019,2019
term_structure_acceleration__csz,term_structure_acceleration,predictor,1,1,catalog,,fold_2019,2019
term_structure_acceleration__missing,term_structure_acceleration,quality_flag,1,1,catalog,,fold_2019,2019
basis_surprise__csz,basis_surprise,predictor,1,1,catalog,,fold_2019,2019
basis_surprise__missing,basis_surprise,quality_flag,1,1,catalog,,fold_2019,2019
inventory_acceleration__csz,inventory_acceleration,predictor,1,1,catalog,,fold_2019,2019
inventory_acceleration__missing,inventory_acceleration,quality_flag,1,1,catalog,,fold_2019,2019
inventory_price_divergence__csz,inventory_price_divergence,predictor,1,1,catalog,,fold_2019,2019
inventory_price_divergence__missing,inventory_price_divergence,quality_flag,1,1,catalog,,fold_2019,2019
oi_surprise_60__csz,oi_surprise_60,conditional,0,-1,train_rank_ic,-0.017758162630586712,fold_2019,2019
oi_surprise_60__missing,oi_surprise_60,quality_flag,0,1,train_rank_ic,0.02562546659021707,fold_2019,2019
volume_price_divergence_20__csz,volume_price_divergence_20,predictor,0,1,train_rank_ic,0.020016453594325925,fold_2019,2019
volume_price_divergence_20__missing,volume_price_divergence_20,quality_flag,0,1,train_rank_ic,0.015171194116771067,fold_2019,2019
momentum_carry_interaction__csz,momentum_carry_interaction,predictor,0,-1,train_rank_ic,-0.010850444674619802,fold_2019,2019
momentum_carry_interaction__missing,momentum_carry_interaction,quality_flag,0,-1,train_rank_ic,-0.006879946223716353,fold_2019,2019
nonlinear_tightness__csz,nonlinear_tightness,predictor,1,1,catalog,,fold_2019,2019
nonlinear_tightness__missing,nonlinear_tightness,quality_flag,1,1,catalog,,fold_2019,2019
correlation_risk_20_120__csz,correlation_risk_20_120,risk,-1,-1,catalog,,fold_2019,2019
correlation_risk_20_120__missing,correlation_risk_20_120,quality_flag,-1,-1,catalog,,fold_2019,2019
tsmom_60__csz,tsmom_60,predictor,1,1,catalog,,fold_2020,2020
tsmom_60__missing,tsmom_60,quality_flag,1,1,catalog,,fold_2020,2020
csmom_60__csz,csmom_60,predictor,1,1,catalog,,fold_2020,2020
csmom_60__missing,csmom_60,quality_flag,1,1,catalog,,fold_2020,2020
trend_efficiency_60__csz,trend_efficiency_60,predictor,0,-1,train_rank_ic,-0.0011927924101732264,fold_2020,2020
trend_efficiency_60__missing,trend_efficiency_60,quality_flag,0,-1,train_rank_ic,-0.009621298705970538,fold_2020,2020
multi_horizon_trend__csz,multi_horizon_trend,predictor,1,1,catalog,,fold_2020,2020
multi_horizon_trend__missing,multi_horizon_trend,quality_flag,1,1,catalog,,fold_2020,2020
carry_annualized__csz,carry_annualized,predictor,1,1,catalog,,fold_2020,2020
carry_annualized__missing,carry_annualized,quality_flag,1,1,catalog,,fold_2020,2020
carry_change_20__csz,carry_change_20,predictor,1,1,catalog,,fold_2020,2020
carry_change_20__missing,carry_change_20,quality_flag,1,1,catalog,,fold_2020,2020
basis_fresh__csz,basis_fresh,predictor,1,1,catalog,,fold_2020,2020
basis_fresh__missing,basis_fresh,quality_flag,1,1,catalog,,fold_2020,2020
basis_shock_20__csz,basis_shock_20,predictor,1,1,catalog,,fold_2020,2020
basis_shock_20__missing,basis_shock_20,quality_flag,1,1,catalog,,fold_2020,2020
basis_momentum_20__csz,basis_momentum_20,predictor,1,1,catalog,,fold_2020,2020
basis_momentum_20__missing,basis_momentum_20,quality_flag,1,1,catalog,,fold_2020,2020
curve_curvature__csz,curve_curvature,predictor,0,1,train_rank_ic,0.0042245336283349,fold_2020,2020
curve_curvature__missing,curve_curvature,quality_flag,0,-1,train_rank_ic,-0.013404070541516325,fold_2020,2020
value_252__csz,value_252,predictor,1,1,catalog,,fold_2020,2020
value_252__missing,value_252,quality_flag,1,1,catalog,,fold_2020,2020
short_reversal_5__csz,short_reversal_5,predictor,1,1,catalog,,fold_2020,2020
inventory_scarcity__csz,inventory_scarcity,predictor,1,1,catalog,,fold_2020,2020
inventory_scarcity__missing,inventory_scarcity,quality_flag,1,1,catalog,,fold_2020,2020
inventory_change_5__csz,inventory_change_5,predictor,1,1,catalog,,fold_2020,2020
inventory_change_5__missing,inventory_change_5,quality_flag,1,1,catalog,,fold_2020,2020
inventory_surprise__csz,inventory_surprise,predictor,1,1,catalog,,fold_2020,2020
inventory_surprise__missing,inventory_surprise,quality_flag,1,1,catalog,,fold_2020,2020
warehouse_tightness__csz,warehouse_tightness,predictor,1,1,catalog,,fold_2020,2020
warehouse_tightness__missing,warehouse_tightness,quality_flag,1,1,catalog,,fold_2020,2020
tightness_composite__csz,tightness_composite,predictor,1,1,catalog,,fold_2020,2020
tightness_composite__missing,tightness_composite,quality_flag,1,1,catalog,,fold_2020,2020
oi_growth_20__csz,oi_growth_20,conditional,0,-1,train_rank_ic,-0.007770421700980649,fold_2020,2020
oi_growth_20__missing,oi_growth_20,quality_flag,0,1,train_rank_ic,0.001932112076248629,fold_2020,2020
price_oi_interaction_20__csz,price_oi_interaction_20,predictor,1,1,catalog,,fold_2020,2020
price_oi_interaction_20__missing,price_oi_interaction_20,quality_flag,1,1,catalog,,fold_2020,2020
volume_shock_20__csz,volume_shock_20,conditional,0,-1,train_rank_ic,-0.026628031835707573,fold_2020,2020
volume_shock_20__missing,volume_shock_20,quality_flag,0,-1,train_rank_ic,-0.06471610886328225,fold_2020,2020
amihud_20__csz,amihud_20,risk,-1,-1,catalog,,fold_2020,2020
amihud_20__missing,amihud_20,quality_flag,-1,-1,catalog,,fold_2020,2020
turnover_oi__csz,turnover_oi,conditional,0,1,train_rank_ic,0.007497668358717219,fold_2020,2020
realized_volatility_20__csz,realized_volatility_20,risk,0,1,train_rank_ic,0.021520921458623412,fold_2020,2020
realized_volatility_20__missing,realized_volatility_20,quality_flag,0,-1,train_rank_ic,-0.0016397932087063281,fold_2020,2020
low_volatility_20__csz,low_volatility_20,risk,1,1,catalog,,fold_2020,2020
low_volatility_20__missing,low_volatility_20,quality_flag,1,1,catalog,,fold_2020,2020
realized_skewness_60__csz,realized_skewness_60,risk,-1,-1,catalog,,fold_2020,2020
realized_skewness_60__missing,realized_skewness_60,quality_flag,-1,-1,catalog,,fold_2020,2020
seasonality_3y__csz,seasonality_3y,predictor,1,1,catalog,,fold_2020,2020
seasonality_3y__missing,seasonality_3y,quality_flag,1,1,catalog,,fold_2020,2020
sector_relative_value_60__csz,sector_relative_value_60,predictor,1,1,catalog,,fold_2020,2020
sector_relative_value_60__missing,sector_relative_value_60,quality_flag,1,1,catalog,,fold_2020,2020
factor_momentum__tsz,factor_momentum,conditional,0,1,train_rank_ic,,fold_2020,2020
factor_momentum__missing,factor_momentum,quality_flag,0,1,train_rank_ic,,fold_2020,2020
fundamental_composite_news__csz,fundamental_composite_news,predictor,1,1,catalog,,fold_2020,2020
fundamental_composite_news__missing,fundamental_composite_news,quality_flag,1,1,catalog,,fold_2020,2020
fundamental_underreaction__csz,fundamental_underreaction,predictor,1,1,catalog,,fold_2020,2020
fundamental_underreaction__missing,fundamental_underreaction,quality_flag,1,1,catalog,,fold_2020,2020
information_consistency__csz,information_consistency,predictor,1,1,catalog,,fold_2020,2020
information_consistency__missing,information_consistency,quality_flag,1,1,catalog,,fold_2020,2020
information_divergence__csz,information_divergence,predictor,0,1,train_rank_ic,0.03641224370917158,fold_2020,2020
information_divergence__missing,information_divergence,quality_flag,0,1,train_rank_ic,0.03592246968380011,fold_2020,2020
warehouse_surprise__csz,warehouse_surprise,predictor,1,1,catalog,,fold_2020,2020
warehouse_surprise__missing,warehouse_surprise,quality_flag,1,1,catalog,,fold_2020,2020
momentum_quality_60__csz,momentum_quality_60,predictor,1,1,catalog,,fold_2020,2020
momentum_quality_60__missing,momentum_quality_60,quality_flag,1,1,catalog,,fold_2020,2020
vol_managed_momentum__csz,vol_managed_momentum,predictor,1,1,catalog,,fold_2020,2020
vol_managed_momentum__missing,vol_managed_momentum,quality_flag,1,1,catalog,,fold_2020,2020
idiosyncratic_volatility_60__csz,idiosyncratic_volatility_60,risk,0,1,train_rank_ic,0.0222544054395145,fold_2020,2020
idiosyncratic_volatility_60__missing,idiosyncratic_volatility_60,quality_flag,0,1,train_rank_ic,0.0001038670714022312,fold_2020,2020
term_structure_slope__csz,term_structure_slope,predictor,1,1,catalog,,fold_2020,2020
term_structure_slope__missing,term_structure_slope,quality_flag,1,1,catalog,,fold_2020,2020
term_structure_momentum__csz,term_structure_momentum,predictor,1,1,catalog,,fold_2020,2020
term_structure_momentum__missing,term_structure_momentum,quality_flag,1,1,catalog,,fold_2020,2020
term_structure_acceleration__csz,term_structure_acceleration,predictor,1,1,catalog,,fold_2020,2020
term_structure_acceleration__missing,term_structure_acceleration,quality_flag,1,1,catalog,,fold_2020,2020
basis_surprise__csz,basis_surprise,predictor,1,1,catalog,,fold_2020,2020
basis_surprise__missing,basis_surprise,quality_flag,1,1,catalog,,fold_2020,2020
inventory_acceleration__csz,inventory_acceleration,predictor,1,1,catalog,,fold_2020,2020
inventory_acceleration__missing,inventory_acceleration,quality_flag,1,1,catalog,,fold_2020,2020
inventory_price_divergence__csz,inventory_price_divergence,predictor,1,1,catalog,,fold_2020,2020
inventory_price_divergence__missing,inventory_price_divergence,quality_flag,1,1,catalog,,fold_2020,2020
oi_surprise_60__csz,oi_surprise_60,conditional,0,-1,train_rank_ic,-0.01723349856360071,fold_2020,2020
oi_surprise_60__missing,oi_surprise_60,quality_flag,0,1,train_rank_ic,0.0024070448524811747,fold_2020,2020
volume_price_divergence_20__csz,volume_price_divergence_20,predictor,0,1,train_rank_ic,0.014118528780117951,fold_2020,2020
volume_price_divergence_20__missing,volume_price_divergence_20,quality_flag,0,1,train_rank_ic,0.007614979552569655,fold_2020,2020
momentum_carry_interaction__csz,momentum_carry_interaction,predictor,0,-1,train_rank_ic,-0.0073872230521302325,fold_2020,2020
momentum_carry_interaction__missing,momentum_carry_interaction,quality_flag,0,-1,train_rank_ic,-0.008009880721706188,fold_2020,2020
nonlinear_tightness__csz,nonlinear_tightness,predictor,1,1,catalog,,fold_2020,2020
nonlinear_tightness__missing,nonlinear_tightness,quality_flag,1,1,catalog,,fold_2020,2020
correlation_risk_20_120__csz,correlation_risk_20_120,risk,-1,-1,catalog,,fold_2020,2020
correlation_risk_20_120__missing,correlation_risk_20_120,quality_flag,-1,-1,catalog,,fold_2020,2020
tsmom_60__csz,tsmom_60,predictor,1,1,catalog,,fold_2021,2021
tsmom_60__missing,tsmom_60,quality_flag,1,1,catalog,,fold_2021,2021
csmom_60__csz,csmom_60,predictor,1,1,catalog,,fold_2021,2021
csmom_60__missing,csmom_60,quality_flag,1,1,catalog,,fold_2021,2021
trend_efficiency_60__csz,trend_efficiency_60,predictor,0,-1,train_rank_ic,-0.006122082374568276,fold_2021,2021
trend_efficiency_60__missing,trend_efficiency_60,quality_flag,0,-1,train_rank_ic,-0.005945846753662364,fold_2021,2021
multi_horizon_trend__csz,multi_horizon_trend,predictor,1,1,catalog,,fold_2021,2021
multi_horizon_trend__missing,multi_horizon_trend,quality_flag,1,1,catalog,,fold_2021,2021
carry_annualized__csz,carry_annualized,predictor,1,1,catalog,,fold_2021,2021
carry_annualized__missing,carry_annualized,quality_flag,1,1,catalog,,fold_2021,2021
carry_change_20__csz,carry_change_20,predictor,1,1,catalog,,fold_2021,2021
carry_change_20__missing,carry_change_20,quality_flag,1,1,catalog,,fold_2021,2021
basis_fresh__csz,basis_fresh,predictor,1,1,catalog,,fold_2021,2021
basis_fresh__missing,basis_fresh,quality_flag,1,1,catalog,,fold_2021,2021
basis_shock_20__csz,basis_shock_20,predictor,1,1,catalog,,fold_2021,2021
basis_shock_20__missing,basis_shock_20,quality_flag,1,1,catalog,,fold_2021,2021
basis_momentum_20__csz,basis_momentum_20,predictor,1,1,catalog,,fold_2021,2021
basis_momentum_20__missing,basis_momentum_20,quality_flag,1,1,catalog,,fold_2021,2021
curve_curvature__csz,curve_curvature,predictor,0,-1,train_rank_ic,-0.0018886701538910532,fold_2021,2021
curve_curvature__missing,curve_curvature,quality_flag,0,-1,train_rank_ic,-0.00995265455035397,fold_2021,2021
value_252__csz,value_252,predictor,1,1,catalog,,fold_2021,2021
value_252__missing,value_252,quality_flag,1,1,catalog,,fold_2021,2021
short_reversal_5__csz,short_reversal_5,predictor,1,1,catalog,,fold_2021,2021
inventory_scarcity__csz,inventory_scarcity,predictor,1,1,catalog,,fold_2021,2021
inventory_scarcity__missing,inventory_scarcity,quality_flag,1,1,catalog,,fold_2021,2021
inventory_change_5__csz,inventory_change_5,predictor,1,1,catalog,,fold_2021,2021
inventory_change_5__missing,inventory_change_5,quality_flag,1,1,catalog,,fold_2021,2021
inventory_surprise__csz,inventory_surprise,predictor,1,1,catalog,,fold_2021,2021
inventory_surprise__missing,inventory_surprise,quality_flag,1,1,catalog,,fold_2021,2021
warehouse_tightness__csz,warehouse_tightness,predictor,1,1,catalog,,fold_2021,2021
warehouse_tightness__missing,warehouse_tightness,quality_flag,1,1,catalog,,fold_2021,2021
tightness_composite__csz,tightness_composite,predictor,1,1,catalog,,fold_2021,2021
tightness_composite__missing,tightness_composite,quality_flag,1,1,catalog,,fold_2021,2021
oi_growth_20__csz,oi_growth_20,conditional,0,-1,train_rank_ic,-0.004862693847762922,fold_2021,2021
oi_growth_20__missing,oi_growth_20,quality_flag,0,1,train_rank_ic,0.003079786680775176,fold_2021,2021
price_oi_interaction_20__csz,price_oi_interaction_20,predictor,1,1,catalog,,fold_2021,2021
price_oi_interaction_20__missing,price_oi_interaction_20,quality_flag,1,1,catalog,,fold_2021,2021
volume_shock_20__csz,volume_shock_20,conditional,0,-1,train_rank_ic,-0.024510189345555926,fold_2021,2021
volume_shock_20__missing,volume_shock_20,quality_flag,0,-1,train_rank_ic,-0.06471610886328225,fold_2021,2021
amihud_20__csz,amihud_20,risk,-1,-1,catalog,,fold_2021,2021
amihud_20__missing,amihud_20,quality_flag,-1,-1,catalog,,fold_2021,2021
turnover_oi__csz,turnover_oi,conditional,0,-1,train_rank_ic,-0.0005988862549329788,fold_2021,2021
realized_volatility_20__csz,realized_volatility_20,risk,0,1,train_rank_ic,0.01948213471821229,fold_2021,2021
realized_volatility_20__missing,realized_volatility_20,quality_flag,0,-1,train_rank_ic,-0.0010061657842759942,fold_2021,2021
low_volatility_20__csz,low_volatility_20,risk,1,1,catalog,,fold_2021,2021
low_volatility_20__missing,low_volatility_20,quality_flag,1,1,catalog,,fold_2021,2021
realized_skewness_60__csz,realized_skewness_60,risk,-1,-1,catalog,,fold_2021,2021
realized_skewness_60__missing,realized_skewness_60,quality_flag,-1,-1,catalog,,fold_2021,2021
seasonality_3y__csz,seasonality_3y,predictor,1,1,catalog,,fold_2021,2021
seasonality_3y__missing,seasonality_3y,quality_flag,1,1,catalog,,fold_2021,2021
sector_relative_value_60__csz,sector_relative_value_60,predictor,1,1,catalog,,fold_2021,2021
sector_relative_value_60__missing,sector_relative_value_60,quality_flag,1,1,catalog,,fold_2021,2021
factor_momentum__tsz,factor_momentum,conditional,0,1,train_rank_ic,,fold_2021,2021
factor_momentum__missing,factor_momentum,quality_flag,0,1,train_rank_ic,,fold_2021,2021
fundamental_composite_news__csz,fundamental_composite_news,predictor,1,1,catalog,,fold_2021,2021
fundamental_composite_news__missing,fundamental_composite_news,quality_flag,1,1,catalog,,fold_2021,2021
fundamental_underreaction__csz,fundamental_underreaction,predictor,1,1,catalog,,fold_2021,2021
fundamental_underreaction__missing,fundamental_underreaction,quality_flag,1,1,catalog,,fold_2021,2021
information_consistency__csz,information_consistency,predictor,1,1,catalog,,fold_2021,2021
information_consistency__missing,information_consistency,quality_flag,1,1,catalog,,fold_2021,2021
information_divergence__csz,information_divergence,predictor,0,1,train_rank_ic,0.04277447165789398,fold_2021,2021
information_divergence__missing,information_divergence,quality_flag,0,1,train_rank_ic,0.02607935803451231,fold_2021,2021
warehouse_surprise__csz,warehouse_surprise,predictor,1,1,catalog,,fold_2021,2021
warehouse_surprise__missing,warehouse_surprise,quality_flag,1,1,catalog,,fold_2021,2021
momentum_quality_60__csz,momentum_quality_60,predictor,1,1,catalog,,fold_2021,2021
momentum_quality_60__missing,momentum_quality_60,quality_flag,1,1,catalog,,fold_2021,2021
vol_managed_momentum__csz,vol_managed_momentum,predictor,1,1,catalog,,fold_2021,2021
vol_managed_momentum__missing,vol_managed_momentum,quality_flag,1,1,catalog,,fold_2021,2021
idiosyncratic_volatility_60__csz,idiosyncratic_volatility_60,risk,0,1,train_rank_ic,0.02558847735980401,fold_2021,2021
idiosyncratic_volatility_60__missing,idiosyncratic_volatility_60,quality_flag,0,1,train_rank_ic,0.004472172156991665,fold_2021,2021
term_structure_slope__csz,term_structure_slope,predictor,1,1,catalog,,fold_2021,2021
term_structure_slope__missing,term_structure_slope,quality_flag,1,1,catalog,,fold_2021,2021
term_structure_momentum__csz,term_structure_momentum,predictor,1,1,catalog,,fold_2021,2021
term_structure_momentum__missing,term_structure_momentum,quality_flag,1,1,catalog,,fold_2021,2021
term_structure_acceleration__csz,term_structure_acceleration,predictor,1,1,catalog,,fold_2021,2021
term_structure_acceleration__missing,term_structure_acceleration,quality_flag,1,1,catalog,,fold_2021,2021
basis_surprise__csz,basis_surprise,predictor,1,1,catalog,,fold_2021,2021
basis_surprise__missing,basis_surprise,quality_flag,1,1,catalog,,fold_2021,2021
inventory_acceleration__csz,inventory_acceleration,predictor,1,1,catalog,,fold_2021,2021
inventory_acceleration__missing,inventory_acceleration,quality_flag,1,1,catalog,,fold_2021,2021
inventory_price_divergence__csz,inventory_price_divergence,predictor,1,1,catalog,,fold_2021,2021
inventory_price_divergence__missing,inventory_price_divergence,quality_flag,1,1,catalog,,fold_2021,2021
oi_surprise_60__csz,oi_surprise_60,conditional,0,-1,train_rank_ic,-0.012599692093691767,fold_2021,2021
oi_surprise_60__missing,oi_surprise_60,quality_flag,0,1,train_rank_ic,0.005273483907806198,fold_2021,2021
volume_price_divergence_20__csz,volume_price_divergence_20,predictor,0,1,train_rank_ic,0.014803281673091001,fold_2021,2021
volume_price_divergence_20__missing,volume_price_divergence_20,quality_flag,0,1,train_rank_ic,0.007818273537444898,fold_2021,2021
momentum_carry_interaction__csz,momentum_carry_interaction,predictor,0,-1,train_rank_ic,-0.00718640002192,fold_2021,2021
momentum_carry_interaction__missing,momentum_carry_interaction,quality_flag,0,-1,train_rank_ic,-0.005912085304519254,fold_2021,2021
nonlinear_tightness__csz,nonlinear_tightness,predictor,1,1,catalog,,fold_2021,2021
nonlinear_tightness__missing,nonlinear_tightness,quality_flag,1,1,catalog,,fold_2021,2021
correlation_risk_20_120__csz,correlation_risk_20_120,risk,-1,-1,catalog,,fold_2021,2021
correlation_risk_20_120__missing,correlation_risk_20_120,quality_flag,-1,-1,catalog,,fold_2021,2021
tsmom_60__csz,tsmom_60,predictor,1,1,catalog,,fold_2022,2022
tsmom_60__missing,tsmom_60,quality_flag,1,1,catalog,,fold_2022,2022
csmom_60__csz,csmom_60,predictor,1,1,catalog,,fold_2022,2022
csmom_60__missing,csmom_60,quality_flag,1,1,catalog,,fold_2022,2022
trend_efficiency_60__csz,trend_efficiency_60,predictor,0,-1,train_rank_ic,-0.007955849283817562,fold_2022,2022
trend_efficiency_60__missing,trend_efficiency_60,quality_flag,0,-1,train_rank_ic,-0.005945846753662364,fold_2022,2022
multi_horizon_trend__csz,multi_horizon_trend,predictor,1,1,catalog,,fold_2022,2022
multi_horizon_trend__missing,multi_horizon_trend,quality_flag,1,1,catalog,,fold_2022,2022
carry_annualized__csz,carry_annualized,predictor,1,1,catalog,,fold_2022,2022
carry_annualized__missing,carry_annualized,quality_flag,1,1,catalog,,fold_2022,2022
carry_change_20__csz,carry_change_20,predictor,1,1,catalog,,fold_2022,2022
carry_change_20__missing,carry_change_20,quality_flag,1,1,catalog,,fold_2022,2022
basis_fresh__csz,basis_fresh,predictor,1,1,catalog,,fold_2022,2022
basis_fresh__missing,basis_fresh,quality_flag,1,1,catalog,,fold_2022,2022
basis_shock_20__csz,basis_shock_20,predictor,1,1,catalog,,fold_2022,2022
basis_shock_20__missing,basis_shock_20,quality_flag,1,1,catalog,,fold_2022,2022
basis_momentum_20__csz,basis_momentum_20,predictor,1,1,catalog,,fold_2022,2022
basis_momentum_20__missing,basis_momentum_20,quality_flag,1,1,catalog,,fold_2022,2022
curve_curvature__csz,curve_curvature,predictor,0,-1,train_rank_ic,-0.006248559088138278,fold_2022,2022
curve_curvature__missing,curve_curvature,quality_flag,0,-1,train_rank_ic,-0.009074408512666492,fold_2022,2022
value_252__csz,value_252,predictor,1,1,catalog,,fold_2022,2022
value_252__missing,value_252,quality_flag,1,1,catalog,,fold_2022,2022
short_reversal_5__csz,short_reversal_5,predictor,1,1,catalog,,fold_2022,2022
inventory_scarcity__csz,inventory_scarcity,predictor,1,1,catalog,,fold_2022,2022
inventory_scarcity__missing,inventory_scarcity,quality_flag,1,1,catalog,,fold_2022,2022
inventory_change_5__csz,inventory_change_5,predictor,1,1,catalog,,fold_2022,2022
