feature_name,fold_id,test_year,rank_ic_mean,rank_ic_hit_rate,gross_sharpe,net_5bps_sharpe,gross_annual_return,strategy_days,applied_direction,direction_source
fundamental_underreaction__csz,fold_2024,2024,0.02476306902525262,0.5416666666666666,-0.10151948139462869,-1.1737559502800854,-0.00477187822906989,48,1,catalog
fundamental_underreaction__missing,fold_2019,2019,0.04625950304006173,0.5661157024793388,1.0023147558588916,0.31054308475647735,0.07302505408292344,49,1,catalog
fundamental_underreaction__missing,fold_2020,2020,0.011503924245098027,0.48132780082987553,-0.3394766309405334,-0.9472806756460251,-0.02814989855438238,49,1,catalog
fundamental_underreaction__missing,fold_2021,2021,0.010819404974304564,0.5103734439834025,0.7529161257003294,0.20078544237938167,0.0687282447464316,49,1,catalog
fundamental_underreaction__missing,fold_2022,2022,0.027418243059297846,0.4875,0.48845157698275743,0.009907188854489497,0.05144341902371751,49,1,catalog
fundamental_underreaction__missing,fold_2023,2023,0.07233220389699853,0.5833333333333334,0.7518995614697039,-0.04452485523969106,0.047582340650287665,49,1,catalog
fundamental_underreaction__missing,fold_2024,2024,-0.06722982010265051,0.4166666666666667,-0.8333152051994304,-2.0007640966587914,-0.0359750963398069,48,1,catalog
idiosyncratic_volatility_60__csz,fold_2019,2019,0.051490228231499374,0.5942622950819673,1.1292258699710167,0.4853968679310743,0.08839767029166615,49,1,train_rank_ic
idiosyncratic_volatility_60__csz,fold_2020,2020,0.031185312384635504,0.5637860082304527,0.8090454986674721,0.26595696084238774,0.0750814835756551,49,1,train_rank_ic
idiosyncratic_volatility_60__csz,fold_2021,2021,0.04214921281533841,0.6090534979423868,0.39507780763719236,0.0037237207126028325,0.050879554271146134,49,1,train_rank_ic
idiosyncratic_volatility_60__csz,fold_2022,2022,0.0215828732810824,0.5371900826446281,-0.08803904819639433,-0.5167124674664074,-0.010350928771497703,49,1,train_rank_ic
idiosyncratic_volatility_60__csz,fold_2023,2023,-0.02395360703067081,0.45867768595041325,-0.4391347056774124,-1.0578512832756342,-0.03577145007501929,49,1,train_rank_ic
idiosyncratic_volatility_60__csz,fold_2024,2024,-0.03380127881604362,0.4364406779661017,-0.5826448228620735,-1.1231100946190173,-0.054333369055865215,48,1,train_rank_ic
idiosyncratic_volatility_60__missing,fold_2019,2019,-0.0834315026509712,0.3888888888888889,-0.664343325759789,-1.6971890253662358,-0.03241810817535633,49,1,train_rank_ic
idiosyncratic_volatility_60__missing,fold_2020,2020,0.029302682765216716,0.5365853658536586,-0.600840425812582,-1.3281985671128338,-0.04163335190944628,49,1,train_rank_ic
idiosyncratic_volatility_60__missing,fold_2021,2021,,,1.5642098577166086,0.7723664738550851,0.09956031512754779,49,1,train_rank_ic
idiosyncratic_volatility_60__missing,fold_2022,2022,,,-0.23159866448807973,-1.1205232092888318,-0.013131117549257876,49,1,train_rank_ic
idiosyncratic_volatility_60__missing,fold_2023,2023,,,-0.45791734762583247,-1.5213253591354663,-0.021702896790836226,49,1,train_rank_ic
idiosyncratic_volatility_60__missing,fold_2024,2024,,,-0.36302699532375693,-1.3978290196508638,-0.01768121837238859,48,1,train_rank_ic
information_consistency__csz,fold_2019,2019,0.004826586623014201,0.4896265560165975,0.07678483899202705,-0.6657948487494499,0.005211502481260245,49,1,catalog
information_consistency__csz,fold_2020,2020,0.07242586756438556,0.6317991631799164,0.6450359700827388,-0.10279357691738567,0.0434722230788838,49,1,catalog
information_consistency__csz,fold_2021,2021,0.029511538543542347,0.5767634854771784,0.2901620839820987,-0.2339683250275755,0.0279017755530148,49,1,catalog
information_consistency__csz,fold_2022,2022,0.028374446445530353,0.5666666666666667,0.41800658785371114,-0.1937137943975524,0.034439807204549824,49,1,catalog
information_consistency__csz,fold_2023,2023,-0.010684710927743809,0.4791666666666667,0.6748253791012435,-0.0475694987802594,0.047081174227652345,49,1,catalog
information_consistency__csz,fold_2024,2024,-0.011467460594062728,0.47413793103448276,-0.3529165614693134,-1.3559531447887603,-0.017733146521126033,48,1,catalog
information_consistency__missing,fold_2019,2019,0.04946850173804371,0.5726141078838174,0.912607807525438,0.15401176464193972,0.060632314036926545,49,1,catalog
information_consistency__missing,fold_2020,2020,-0.017661959584674734,0.5062761506276151,-0.35769444004032525,-0.9051589233463659,-0.032929624345977127,49,1,catalog
information_consistency__missing,fold_2021,2021,0.02510657890692565,0.5352697095435685,0.6096897289201624,0.0714024726406359,0.05708543529334323,49,1,catalog
information_consistency__missing,fold_2022,2022,0.04244004958898603,0.5541666666666667,0.7391047205982104,0.16410718514976586,0.06478441318726276,49,1,catalog
information_consistency__missing,fold_2023,2023,0.055803535773149046,0.5791666666666667,0.3839859833811505,-0.678366402016469,0.018217018974515265,49,1,catalog
information_consistency__missing,fold_2024,2024,-0.07697076550598787,0.3706896551724138,-2.191817106125589,-3.230643670471721,-0.10633881144371886,48,1,catalog
information_divergence__csz,fold_2019,2019,0.01869366902842866,0.5394190871369294,0.04525257665446421,-0.5750170411514438,0.003676997547377326,49,1,train_rank_ic
information_divergence__csz,fold_2020,2020,0.06653144096948096,0.6401673640167364,0.8025192454037824,0.007260449848335406,0.05086013533506477,49,1,train_rank_ic
information_divergence__csz,fold_2021,2021,0.03792506103558121,0.5518672199170125,-0.041730619494564546,-0.5702895975359471,-0.003979164690986264,49,1,train_rank_ic
information_divergence__csz,fold_2022,2022,0.02781968074047849,0.5375,1.1254079462659925,0.5377627393248268,0.09652177848441944,49,1,train_rank_ic
information_divergence__csz,fold_2023,2023,0.0009222842923583395,0.5,-0.2865423386259742,-1.0305191614566154,-0.01941153732693178,49,1,train_rank_ic
information_divergence__csz,fold_2024,2024,-0.01665664386991883,0.46120689655172414,-0.0020220698939937398,-1.0200618811690156,-0.00010010642170235617,48,1,train_rank_ic
